PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,DailyDate
z7du4,r1b1R3/pp3p2/1n1Q1k2/1K1n4/3P4/3B4/PP4P1/2q5 b - - 3 29,c8e6 d6e5,1630,81,80,289,mate mateIn1 middlegame oneMove,https://lichess.org/XO5HymZn/black#58,,
6lNsX,8/8/4p3/p3Pp1p/1kPK2pP/1P2P1P1/8/8 w - - 1 37,c4c5 b4b5 c5c6 b5c6 e3e4 f5e4,2151,88,91,297,crushing endgame long pawnEndgame zugzwang,https://lichess.org/qAkCmnPh#73,,
X0E7F,4rrk1/ppB2pp1/7p/6q1/2BPn3/PQ2P1Pb/5P1P/3R1RK1 w - - 1 19,c7f4 g5h5 f2f3 h3f1 d1f1 e4d2,2203,77,86,939,crushing long middlegame,https://lichess.org/NRBekgtd#37,Queens_Gambit_Declined Queens_Gambit_Declined_Baltic_Defense,
RJqxx,r4rk1/1bb2p2/p1n4N/1p1qp1n1/3p2Q1/3P3P/PPP2PPN/R4RK1 b - - 0 20,g8h7 g4f5 h7h6 h2g4 h6h5 g4f6,2233,83,89,813,crushing exposedKing fork long middlegame sacrifice,https://lichess.org/FVR6A3d8/black#40,,
rKZac,7k/pp3Bbp/2p3p1/2P5/8/3r4/PP3RPP/6K1 w - - 0 26,f7b3 g7d4 g1f1 d4f2,1416,75,90,640,crushing endgame pin short,https://lichess.org/kn6TH4XM#51,,
j8jXZ,8/4p1kp/1q3pp1/p7/2Q1P2P/1P3PPn/P2p4/3N1K2 w - - 3 32,c4e2 b6g1,933,76,91,84,endgame mate mateIn1 oneMove,https://lichess.org/syj3fRQ0#63,,
GQEDA,8/1k4p1/2b3Bp/2R5/1p6/1P4PP/P1pr1P2/6K1 w - - 0 46,c5c2 d2d1 g1h2 d1h1,834,83,98,836,endgame mate mateIn2 operaMate short,https://lichess.org/UZrdW7af#91,,
ebJtt,rn1qk1nr/p3ppbp/2p3p1/1p6/3p2b1/1BNQ1N2/PPP2PPP/R1B2RK1 b kq - 1 10,d4c3 b3f7 e8f7 d3d8,1375,78,94,1238,advantage attackingF2F7 deflection middlegame short,https://lichess.org/2hM8iPKA/black#20,Modern_Defense Modern_Defense_Mongredien_Defense,
GomXA,2R5/5p1k/p2p4/3P1N2/5p1p/P1P2PrP/1P3b2/7K b - - 6 40,g3f3 h1g2 f3d3 g2f2,1545,78,92,2138,crushing endgame short,https://lichess.org/YGcxUi6F/black#80,,
yNbeD,2r5/8/5p2/2PK4/4Ppk1/3R4/8/8 w - - 0 46,e4e5 f6e5 d5e4 c8c5,2445,79,89,640,crushing endgame rookEndgame short,https://lichess.org/RKwkHpSH#91,,
gFE2m,q4rk1/2Q3p1/2p4p/8/5p2/1P1P4/1PP2PPP/4R1K1 w - - 8 29,e1e7 a8a1 e7e1 a1e1,473,92,82,177,endgame mate mateIn2 short,https://lichess.org/yToQQRhH#57,,
pca54,1Q6/8/7p/6p1/6P1/5K1P/2k5/3q4 w - - 0 60,f3e4 d1d3 e4e5 d3g3,1694,76,94,7232,crushing endgame queenEndgame short,https://lichess.org/NjBTI7YP#119,,
yDHXd,r3r1k1/5ppp/4bb2/8/2pp4/3P1N1P/2PKBPP1/R3R3 w - - 0 21,d3c4 a8a1 e1a1 d4d3 c2d3 f6a1,1762,78,93,1794,crushing discoveredAttack long middlegame,https://lichess.org/qkqVOuEm#41,,
FrjtQ,rn3rk1/pp1q3p/4pbp1/3P4/8/5N2/PP3PPP/RN1QR1K1 w - - 1 15,d5e6 d7d1 e1d1 f6b2,1387,99,63,29,advantage middlegame short,https://lichess.org/mVnUQC9Q#29,Caro-Kann_Defense Caro-Kann_Defense_Exchange_Variation,
e1AOj,4r2k/p6p/5p2/4q3/5N2/1P2p1PP/P5RK/3R4 b - - 5 39,h7h5 f4g6 h8g7 g6e5,812,88,88,271,crushing endgame fork short,https://lichess.org/4RPkcSo3/black#78,,
OZ1e9,1r3r2/2pq1p1p/3pn1pk/p3p2R/1p2P3/1BPP1QP1/PP1K1P2/R7 b - - 0 27,g6h5 f3f6,1638,139,62,126,epauletteMate mate mateIn1 middlegame oneMove,https://lichess.org/hrzEL2qj/black#54,,
ve7Vd,1k5r/ppp2ppp/5b2/1N6/P7/7Q/1P2qPPP/R1Br1RK1 w - - 1 18,c1f4 e2f1,1189,78,93,733,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/TLlQYadA#35,Scandinavian_Defense Scandinavian_Defense_Modern_Variation,
oShQf,4B3/2R2pk1/3p1bpp/3P4/5rP1/7P/6K1/8 b - - 1 44,f4e4 c7f7 g7g8 f7f6 e4e8 f6g6,970,81,84,444,crushing deflection endgame long master,https://lichess.org/VcAfK8FB/black#88,,
5DvN0,1Rb2rk1/6p1/p3p2p/3pP3/3r1n1B/2p2R2/P1B2PPP/6K1 w - - 0 31,f3c3 f4e2 g1f1 e2c3,1001,78,87,338,crushing fork middlegame short,https://lichess.org/pFo8nCxd#61,,
bk0hv,r1b2knr/ppN1ppbp/2N3p1/4p3/5P2/4B3/PqP3PP/R2QKB1R b KQ - 0 11,b7c6 d1d8,954,79,73,86,mate mateIn1 middlegame oneMove,https://lichess.org/7JBG8xwj/black#22,Sicilian_Defense Sicilian_Defense_Grand_Prix_Attack,
Flk1S,r7/1k1n1p1r/bPq2p1b/P1p1pP1p/2NpP2P/1Q1P1KPN/4B3/R1R5 w - - 15 34,f3f2 h6c1 a1c1 a6c4,2001,74,88,804,advantage middlegame short,https://lichess.org/hfteIVSh#67,,
hIEnz,8/1p3p2/p5k1/PnBpK3/3P2P1/4p3/7P/8 w - - 0 42,e5d5 b5c3 d5c4 e3e2,1819,92,80,32,advancedPawn crushing endgame short,https://lichess.org/PVFXU9v6#83,,
0XPKc,3r3k/1p5p/p1pp2pP/4q3/2Q1Pr2/8/PPP5/1K3R1R b - - 5 29,e5e4 c4c3 e4e5 f1f4,2037,80,84,60,crushing endgame pin short,https://lichess.org/yIPPLMiY/black#58,,
6mA3e,r2q1rk1/p3bppp/1p2pn2/6N1/3P3Q/8/PP3PPP/R1BR2K1 b - - 2 16,f6d5 h4h7,707,80,100,104,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/Rp9zVEuK/black#32,Queens_Pawn_Game Queens_Pawn_Game_Colle_System,
EzrcQ,rnbq1rk1/p4pbp/2p2np1/4P3/1p1N4/1BN1B3/PPP3PP/R2Q1RK1 b - - 0 12,b4c3 e5f6 g7f6 b2c3,1728,75,88,690,advantage intermezzo master middlegame short,https://lichess.org/zuTO7e65/black#24,Modern_Defense Modern_Defense_Standard_Line,
GqzQy,r2q1rk1/ppp2p2/3p3p/1Bb1p1pb/3nP1n1/2NP1N1P/PPP2P1B/R2Q1RK1 w - - 0 13,h3g4 h5g4 f3d4 g4d1,1557,75,87,66,crushing middlegame short,https://lichess.org/V4iNAaEX#25,Ruy_Lopez Ruy_Lopez_Berlin_Defense,
MRsSR,6rk/6qp/p7/3NpPpQ/2Pn2P1/7R/P1r4P/5R1K w - - 0 32,d5f6 g7b7 f6d5 c2c4,1857,77,92,2042,crushing master middlegame pin short,https://lichess.org/Hw1cV2Op#63,,
CGZQX,2kr3r/pp1b1ppp/2nQ1n2/1q6/4pB2/2P5/PP1N1PPP/R4RK1 b - - 4 14,b5b6 d2c4 f6e8 c4b6,1510,75,92,138,crushing middlegame queensideAttack short,https://lichess.org/EiFjIrgs/black#28,Ruy_Lopez Ruy_Lopez_Classical_Variation,
kDbDD,r5rk/pp1b1pRp/4pn2/3p4/2pP3q/2P1P3/PPBN3N/R1B3QK w - - 4 20,g7g8 a8g8 g1g8 h8g8,1880,80,86,46,advantage middlegame short,https://lichess.org/ngszGSqx#39,,
n44qv,3kr3/p2p1ppp/3b4/1B6/P7/2P2P2/1P1K1P2/R2QR1qr b - - 3 28,d6f4 d2c2 g1f2 c2b3 e8e7 e1h1,2048,75,92,82,advantage defensiveMove long middlegame,https://lichess.org/4aHOQy4J/black#56,,
G8wCu,1rbq1rk1/1p1n1pbp/p2p3B/2pPp2p/2P1P3/2N2N2/PP1Q1PP1/2KR1B2 b - - 1 13,d8f6 h6g5 f6g6 f3h4,1609,73,95,18573,advantage middlegame short,https://lichess.org/TycgA009/black#26,Kings_Indian_Defense Kings_Indian_Defense_Zinnowitz_Variation,
xg0Em,3rnrk1/p2Bb1pp/5q2/2p5/8/2N5/PPP3PP/R1BQR2K w - - 1 20,d1g4 f6f1 e1f1 f8f1,1069,83,81,423,backRankMate mate mateIn2 opening sacrifice short,https://lichess.org/LGkhT9Bq#39,,
AZUo4,r2qkb1r/ppp1n1pp/2n2p2/8/2BPP1b1/5N2/PP4PP/RNBQ1RK1 b kq - 0 9,c6d4 d1d4 d8d4 f3d4,1631,75,100,644,advantage opening short,https://lichess.org/Oyj58fQI/black#18,Nimzowitsch_Defense Nimzowitsch_Defense_Other_variations,
xvCB7,2kr3r/pp1n1pp1/2p5/q4b2/2PP3p/2b1BN1P/6P1/2KRQB1R w - - 0 21,e1c3 a5c3,723,76,100,363,hangingPiece mate mateIn1 middlegame oneMove queensideAttack,https://lichess.org/f691Pc5b#41,,
6SL3z,1k4r1/p1q1n1bR/2p1Q1p1/2p1p1P1/b1PpPp1N/3P4/1P1B1P2/2K5 b - - 10 28,c7d8 h7g7 g8g7 e6e5 b8a8 e5g7,1623,75,85,224,attraction capturingDefender crushing fork long middlegame,https://lichess.org/qHqWQcdE/black#56,,
G30GR,4r1k1/pp3pp1/6p1/3P4/5b2/1P5P/PBr2PP1/2R3K1 w - - 0 23,c1c2 e8e1,718,106,53,50,endgame master mate mateIn1 oneMove pillsburysMate,https://lichess.org/DDHy62zz#45,,
FwseU,5Q2/p6p/5pp1/8/5Pk1/7P/P1r2q2/3R3K b - - 0 35,g4h5 d1d5 f6f5 d5f5 h5h4 f8e7 h4h3 e7h7 f2h4 h7h4,2494,131,48,31,endgame equality veryLong,https://lichess.org/PQLnxjRo/black#70,,
RP5A8,2rqrbk1/pp4pp/3p1N2/7n/3N4/1Q2BP1b/PPP4P/3R1R1K b - - 5 23,g8h8 b3g8,838,82,96,1020,mate mateIn1 middlegame oneMove,https://lichess.org/rCxvPyiP/black#46,,
JPjle,r1b2rk1/pp2bpp1/4pn1p/3n2N1/2pP2NP/2P5/PqBBQPP1/2R1K2R b K - 1 16,d5c3 g4f6 e7f6 c2h7 g8h8 c1c3,2448,84,82,81,advantage discoveredAttack kingsideAttack long middlegame,https://lichess.org/n62uVkSK/black#32,Caro-Kann_Defense Caro-Kann_Defense_Karpov_Variation,
DquJI,5rk1/1Q2nppp/2ppr3/8/P3P1q1/2PB1bP1/5P1P/RN3RK1 w - - 1 21,f1e1 g4h5 b7e7 e6e7,2758,117,86,166,crushing middlegame short,https://lichess.org/BIDfRgcN#41,,
XfIfr,r3k2r/pp2bppp/2n1p3/2NpP3/6B1/7P/PP3PP1/2R2RK1 b kq - 5 18,b7b6 c5e6 f7e6 c1c6,1516,76,91,2541,advantage discoveredAttack middlegame short,https://lichess.org/WOoLHCom/black#36,Caro-Kann_Defense Caro-Kann_Defense_Advance_Variation,
sAYS0,4k3/R7/3K1P2/7r/2p5/2P5/1Pb5/8 b - - 2 45,c2e4 a7e7 e8f8 e7e4,1961,79,93,116,crushing endgame fork short,https://lichess.org/FuwHvyxA/black#90,,
oVIxH,8/1r4k1/6P1/8/3R1N2/6r1/1PPK4/8 b - - 10 43,b7b2 f4h5 g7g6 h5g3,1565,76,88,4487,crushing endgame fork short,https://lichess.org/sXJvOtWy/black#86,,
PIgMk,4r2k/7p/3R1P2/1pp1KQ1N/2q3P1/8/8/8 w - - 1 54,d6e6 c4d4,1522,83,81,778,endgame master mate mateIn1 oneMove,https://lichess.org/ysxNAwDw#107,,
pI2bh,r2qk2r/ppp2ppp/2n1p3/3p1bNQ/3P1P2/2PB2P1/PP1N1P1P/R3K2R b KQkq - 0 11,f5d3 h5f7,691,81,100,142,attackingF2F7 mate mateIn1 middlegame oneMove,https://lichess.org/boMMQfvK/black#22,Queens_Pawn_Game Queens_Pawn_Game_Accelerated_London_System,
ZAPPc,8/8/8/5p2/p1P5/P2K2k1/1P6/8 w - - 1 56,d3e3 f5f4 e3e2 g3g2,1468,77,87,1731,crushing defensiveMove endgame pawnEndgame short,https://lichess.org/93HBFrJi#111,,
hDId7,2r5/3k1p1P/2bp1Bp1/8/1p1Q4/1P1R4/PP6/1K5q w - - 1 40,d3d1 c6e4 b1a1 c8c1 d1c1 h1c1,1168,75,98,1246,endgame long mate mateIn3 xRayAttack,https://lichess.org/Iyr2Nqqu#79,,
scf2y,rnbq1rk1/pp2bppp/2p1p3/8/3PQB2/3B1N2/PPP2PPP/R3K2R b KQ - 5 9,d8d5 e4h7,838,80,85,101,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/rdgRHOrW/black#18,Caro-Kann_Defense Caro-Kann_Defense_Main_Line,
OKxPp,2rr4/1p2kppp/p1n1p3/P1b5/4n3/4PN2/1P2BPPP/R1R1B1K1 b - - 6 19,c5b4 e1b4 c6b4 c1c8 d8c8 a1a4 b4c6 a4e4,2317,92,89,738,advantage master middlegame veryLong,https://lichess.org/DBDJ1ass/black#38,,
IboyI,1r6/p1r1npk1/3q2pp/3PN3/8/5QPP/2B2P2/4R1K1 b - - 5 36,d6f6 f3f6 g7f6 d5d6,1888,75,86,115,advantage master middlegame short,https://lichess.org/wu81lgsO/black#72,,
aNaIa,r5r1/1p2q2k/p1p2b1p/4p3/4Pp2/1PP2N2/1PNRQPbK/3R4 b - - 1 24,e7f7 d2d7 f6e7 f3e5 f4f3 e5f7,2200,88,90,834,advantage long middlegame pin,https://lichess.org/c2AMEwSy/black#48,,
LP6AM,r2q1rk1/p4pp1/1p1pb2R/2b5/2N5/8/PB1Q2PP/R6K b - - 0 18,e6c4 h6h8 g8h8 d2h6 h8g8 h6g7,1792,76,96,14741,attraction long mate mateIn3 middlegame pin sacrifice,https://lichess.org/iVXjxh8E/black#36,Sicilian_Defense Sicilian_Defense_Smith-Morra_Gambit,
TORSC,r2r3k/pp1q1b1p/4p2Q/P2p1p1P/1Pn3P1/2PB4/5P2/R3R1K1 b - - 0 29,d8g8 h6f6 g8g7 h5h6,1402,75,83,440,crushing middlegame pin short,https://lichess.org/B2IFjfDX/black#58,,
KX2hN,7k/7p/4p1pP/1q1pP1Q1/p1pP4/2P5/P1K1r1P1/7R w - - 1 39,c2c1 b5b2 c1d1 b2c2,1391,78,90,1696,endgame mate mateIn2 queensideAttack short triangleMate,https://lichess.org/39tTsYQ6#77,,
jFCuE,8/8/k1N5/P3K3/3Pp1p1/4PpPn/5P2/8 w - - 3 52,e5e4 h3f2 e4f5 f2d3,1887,81,92,371,crushing defensiveMove endgame knightEndgame short,https://lichess.org/ZxcNub59#103,,
0ay5q,6k1/3q1p2/2p3p1/1pBp1b1p/2rPr3/P3PRQP/6PK/5R2 b - - 5 34,g8h7 f3f5 g6f5 c5f8 e4g4 h3g4,1887,76,94,3138,crushing long middlegame quietMove sacrifice,https://lichess.org/1JYyHmc1/black#68,,
tpTc5,5r1k/1p6/3b3p/3R4/3N2B1/2P1P3/PP3rK1/3R4 w - - 1 34,g2h3 f2h2,1046,77,83,94,mate mateIn1 middlegame oneMove,https://lichess.org/STzKJiVq#67,,
wHGy2,8/7p/5k1n/P3p3/3p4/Bp1Pp3/4K3/8 b - - 1 45,h6f5 a5a6 e5e4 a6a7,1538,75,85,183,advancedPawn crushing endgame short,https://lichess.org/w33la2KM/black#90,,
LSndl,2k5/1pp3p1/8/4p2b/Q1n2q2/2P2P2/P2K1R2/R7 w - - 0 27,d2c2 c4e3 c2b3 h5f7,1343,144,0,32,advantage endgame short,https://lichess.org/4dNDYuys#53,,
O0389,r1b1kbnr/ppp1q1pp/2n5/5p2/Q2pP3/3P4/PP2NPPP/R1B1KBNR w KQkq - 0 8,e2d4 e7b4 a4b4 f8b4,1714,78,95,17970,advantage opening short,https://lichess.org/yR4ysk4r#15,Scandinavian_Defense Scandinavian_Defense_Other_variations,
DknJj,1krq4/pp1br3/8/2pNp3/3nB3/3P2Q1/PPP2PPP/R4RK1 w - - 2 22,d5e7 d4e2 g1h1 e2g3 f2g3 d8e7,1058,88,93,478,advantage fork long middlegame,https://lichess.org/OXJeNOkB#43,,
5VnOV,5nk1/6p1/5q2/1p2p1N1/3pPPQP/p1rP2P1/3R3K/8 w - - 0 46,f4e5 f6f1 g5e6 f8e6,2375,79,76,253,crushing endgame master short,https://lichess.org/tz6ToqdD#91,,
5FprD,2r4k/Q4Bpp/2b5/2pr4/3b4/6P1/PPP4P/R3R2K w - - 0 27,h2h4 d5d7 h1h2 d7a7,1538,75,58,151,advantage discoveredAttack discoveredCheck middlegame short,https://lichess.org/P0A8899A#53,,
5LxOt,4rk1r/Q3n1pp/p1pq1p2/4R3/8/8/PPP2PPP/4R1K1 w - - 0 20,e5e7 e8e7 a7e7 d6e7 e1e7 f8e7,844,83,80,36,crushing endgame long,https://lichess.org/4i34a9ET#39,,
g7pwj,8/2R5/1p2rp1p/1P2k2P/P7/5K2/8/8 b - - 0 41,e5f5 c7c6 e6e1 c6b6,1643,75,90,1171,crushing endgame interference master rookEndgame short,https://lichess.org/DJ54Dco8/black#82,,
TLfPF,8/6N1/p4p2/1pp1kb1P/2p5/P1P1K3/1P6/8 w - - 0 41,g7f5 e5f5 h5h6 f5g6 e3e4 g6h6,768,87,100,434,crushing endgame long,https://lichess.org/5KyMvNBf#81,,
59Rfp,8/8/1p1N3p/p7/2P5/1k1K4/8/8 w - - 0 53,d6c8 a5a4 c8b6 a4a3,1225,81,93,3775,crushing endgame knightEndgame master quietMove short,https://lichess.org/XH4BluzH#105,,
qrAA4,8/p7/6K1/1p6/2k5/8/P6P/8 b - - 1 56,c4c3 h2h4 b5b4 h4h5 c3b2 h5h6 b2a2 h6h7 b4b3 h7h8q,1049,90,95,205,advancedPawn crushing endgame pawnEndgame promotion quietMove veryLong,https://lichess.org/mMWRcIcQ/black#112,,
agd85,4k3/4ppb1/p1p3p1/4P1P1/1q1B2Q1/2NP3r/6R1/4K3 b - - 0 27,h3d3 g4c8,819,80,73,100,mate mateIn1 middlegame oneMove,https://lichess.org/Dkg3QZDS/black#54,,
6oH1s,3r1rk1/p3pp2/1p4pp/2p5/P1PRPQ1P/1P3BPq/2P5/4R1K1 b - - 0 26,d8d4 f3g4 h3g4 f4g4,1536,77,82,67,advantage endgame master short trappedPiece,https://lichess.org/Y30GKOjw/black#52,,
vSiex,1r3k2/p5pp/3PQ3/2Bn4/8/8/P4PPP/Rq4K1 w - - 9 30,a1b1 b8b1 e6e1 b1e1,822,96,84,762,backRankMate endgame mate mateIn2 short,https://lichess.org/CAbsKPOO#59,,
z36BA,1n1r1rk1/pp2b1pp/2q2pn1/P1p1pQ2/2N1N3/2PP4/1P1B1PPP/3RR1K1 b - - 3 24,d8d3 e4f6 c6f6 f5d3,1551,76,94,17006,crushing discoveredAttack master middlegame short,https://lichess.org/ZdcL0HFF/black#48,,
c1ydP,1r4r1/1P4p1/4kpQ1/4p3/1q6/2p3P1/2Pp2PP/1R5K w - - 0 35,b1b4 d2d1r,936,80,100,219,advancedPawn backRankMate endgame mate mateIn1 oneMove promotion queenRookEndgame,https://lichess.org/OjScB7Rj#69,,
11Usm,6k1/2R2pp1/p3p2p/Pp2P3/4qn2/2Q1r2P/5PP1/6K1 w - - 0 38,c3e3 e4g2,1404,77,93,1747,endgame master mate mateIn1 oneMove,https://lichess.org/2RJeuN4Z#75,,
vVFMB,4r1k1/pp1q1pp1/2n4p/8/5PPP/2B1QP2/PP4K1/2R5 w - - 1 27,e3d2 d7d2 c3d2 e8e2 g2h3 e2d2,1106,75,88,280,crushing endgame fork long,https://lichess.org/SQiIWxBr#53,,
7WL9u,6r1/p7/1p2pk1p/4Np2/2BKb2P/P7/1P6/4R3 w - - 8 36,b2b4 g8d8 d4c3 f6e5,1211,83,91,2506,crushing deflection endgame master masterVsMaster short,https://lichess.org/tI6uqE8y#71,,
R9F7w,8/6pk/4p2p/3q1r2/1p2R3/6PP/4QP1K/8 w - - 0 46,e4e6 f5f2 e2f2 d5e6,1073,77,92,312,crushing deflection endgame short,https://lichess.org/GnVXEEoP#91,,
o9CDe,5R2/8/6p1/1P1k4/3b2PP/8/2p2PK1/8 w - - 0 47,f8c8 d4c5 b5b6 c2c1q,1297,76,86,1174,advancedPawn crushing endgame promotion short,https://lichess.org/V84PuAIZ#93,,
UpG43,8/5p1p/2p3pQ/8/P2BP1P1/3n1Pk1/2q5/7K w - - 2 39,h6h2 c2h2,995,78,96,1472,endgame master mate mateIn1 oneMove,https://lichess.org/F994KqJX#77,,
xVyYm,2rq1r1k/1b3pp1/5R1p/pp2N3/3b4/P1P3Q1/2BB2PP/R5K1 w - - 0 26,d2e3 d4e3 g3e3 d8f6,1678,76,94,176,advantage middlegame short,https://lichess.org/Xu9st4za#51,,
w4DbA,8/8/4N2p/3P4/6k1/R7/5p1r/5K2 w - - 3 49,a3a2 h2h1 f1f2 h1h2 f2e3 h2a2,1701,74,96,11026,crushing endgame exposedKing long skewer,https://lichess.org/iulIhTy2#97,,
pcrYw,8/p6p/1pp1Q1p1/1k3p2/5B2/1P4PP/5K2/3q4 b - - 11 42,a7a5 e6c4,1150,82,87,69,endgame mate mateIn1 oneMove,https://lichess.org/mYggMDG0/black#84,,
vp1vv,5r1k/p2R2pp/1p3p2/B1bB4/Q1P5/6PP/P3qP2/6K1 w - - 0 30,d5g2 e2f2 g1h2 f2g1,1256,78,88,232,mate mateIn2 middlegame short,https://lichess.org/Foz9ZTKQ#59,,
5cGo4,r6r/2pkb2p/p2pp1q1/8/1Q6/1P5P/1PP2PP1/R1B1R1K1 w - - 1 20,a1a6 a8a6 b4b5 a6c6,1310,75,90,650,crushing hangingPiece middlegame short,https://lichess.org/8PTBesM3#39,,
mX0bF,2q4r/5pk1/p3pb1p/1p4pP/3PQ3/P3P3/1P3PP1/1B1R2K1 w - - 4 30,d1d2 c8c1 g1h2 c1d2,957,79,85,93,advantage endgame fork short,https://lichess.org/bquGw4BL#59,,
MNRHI,5r2/1p6/p3Kp2/2P5/1P1P2pk/1P6/7P/4R3 w - - 2 47,e1e2 f8e8 e6f6 e8e2,830,93,96,1254,crushing endgame master rookEndgame short skewer,https://lichess.org/WkFvibf5#93,,
zzHA2,r4rk1/1pp2pp1/3p3p/p1P1p3/2P1P3/P1NP1bPq/4NP2/1RBQ1RK1 w - - 1 18,e2f4 h3h1,1730,110,52,142,mate mateIn1 middlegame oneMove,https://lichess.org/dKXOKJpC#35,English_Opening English_Opening_Kings_English_Variation,
RCjPi,5r1k/p6p/3p4/4p3/2P4Q/P2pR2P/3q1PK1/6R1 w - - 0 36,e3g3 f8f2 g2h1 f2h2,1643,75,96,2723,endgame master mate mateIn2 short,https://lichess.org/JraQkEwv#71,,
cRhiR,1rb2r1k/7p/5B2/p1bB1P2/2p3R1/PP4PP/8/3R1K2 b - - 0 28,f8f6 g4g8,693,104,50,85,master mate mateIn1 middlegame oneMove operaMate,https://lichess.org/uaXiPnrz/black#56,,
UXIUj,r2q1rk1/1p1Bppbp/p2p2p1/2nQ4/4P3/P1N5/1B3PPP/3R1RK1 b - - 0 18,d8d7 d5c5 d6c5 d1d7,1609,76,94,16852,advantage discoveredAttack middlegame short,https://lichess.org/5s7uktoV/black#36,Sicilian_Defense Sicilian_Defense_Alapin_Variation,
Var4r,2bqkb1r/3p1ppp/4pn2/2P5/B3P3/3n1P2/P2B2PP/RN1QK1NR w KQk - 1 11,e1e2 c8a6 a4b5 a6b5,1628,78,93,605,advantage opening quietMove short,https://lichess.org/Kn1fm0EP#21,Benoni_Defense Benoni_Defense_Benoni_Gambit_Accepted,
gcX31,r3r1k1/pQ3ppp/5n2/2p1q3/2P5/5B2/P4PPP/R4RK1 w - - 0 18,f1e1 e5e1 a1e1 e8e1,637,104,70,401,backRankMate mate mateIn2 middlegame short,https://lichess.org/mOT0AVvR#35,Danish_Gambit_Declined Danish_Gambit_Declined_Sorensen_Defense,
PbIQs,4rr2/1bk1q1p1/p3pnR1/P2pN1QP/2pP4/2K2B2/2P2P2/R7 b - - 0 27,f6e4 f3e4 e7g5 g6g5,923,80,87,160,crushing middlegame short,https://lichess.org/ewkyLGdN/black#54,,
fiMxR,8/pb3k2/1pn1p3/4P3/2N2K2/P2B4/1P6/8 b - - 1 52,c6e7 c4d6 f7f8 d6b7,717,79,100,448,advantage endgame fork master short,https://lichess.org/G22Vinuw/black#104,,
QjH6l,2kr3r/1p2q3/1Pp1b1n1/Q2p2p1/8/P2PR1P1/6BP/5RK1 b - - 1 24,e7d6 a5a8 d6b8 a8b8 c8b8 e3e6,1053,76,89,168,advantage long middlegame queensideAttack,https://lichess.org/dWgomwjn/black#48,,
kYDfM,2r3k1/3q1pp1/2p4p/1PR1P3/3p4/2Q4P/5PP1/6K1 w - - 0 28,b5c6 c8c6 c5c6 d4c3,1565,91,33,65,advantage endgame short,https://lichess.org/2Xpf9E5n#55,,
GDrw6,5rk1/p4r1p/3P2p1/2pP2q1/3p1p2/B4Qb1/P1BP1PP1/1R2R1K1 w - - 3 25,f2g3 f4g3 f3f7 f8f7 e1e8 g8g7,1614,94,74,29,advantage long middlegame,https://lichess.org/coShyu0D#49,,
JRqhh,r3n1k1/5rpp/2p1Qp1P/qp6/1b2P3/1PN2P2/p3N1P1/K2RBB1R w - - 2 23,e2d4 b4c3 e1c3 a5c3,655,90,100,46,mate mateIn2 middlegame short,https://lichess.org/nDHGqWYI#45,,
o4MtW,8/3k2p1/2b1N1p1/1pP1P3/p7/2P1K3/1P6/8 w - - 1 44,e6g7 d7e7 e3f4 e7f7,1796,77,94,4887,crushing endgame short,https://lichess.org/dk1COdV9#87,,
EXqQ5,r1bq1rk1/1ppn1pbp/4p2p/p3P3/4Q3/2NB1N1P/PPP2PP1/R3K2R b KQ - 5 12,c7c5 e4h7,686,83,82,147,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/sAALIVbR/black#24,Ware_Defense Ware_Defense_Other_variations,
3dgiL,8/1b6/p4kp1/1pp5/6P1/2P1r1KR/P7/R7 w - - 2 34,g3h4 g6g5 h4h5 e3h3,1120,76,96,564,deflection endgame mate mateIn2 short,https://lichess.org/KQimQIpQ#67,,
wtrEh,2r2rk1/pp2bpp1/1n2pnp1/8/1q2P2P/2NBB3/PPQ2PP1/1K1R3R b - - 5 18,b6a4 c2a4 b4a4 c3a4,1436,76,77,835,advantage middlegame short,https://lichess.org/4fC0oamH/black#36,Queens_Pawn_Game Queens_Pawn_Game_Accelerated_London_System,
U5OR9,8/pp1R3p/5q1k/P5p1/8/6P1/4rP2/6KQ b - - 3 46,h6g6 h1h7,864,89,99,805,endgame master mate mateIn1 oneMove,https://lichess.org/P3pDPstV/black#92,,
YwogK,2bR4/Q1P1bk2/5p1q/5pnp/4p3/6P1/P3rPBP/2R3K1 w - - 4 28,d8c8 g5f3 g2f3 h6c1 g1g2 e4f3,1728,74,100,541,crushing discoveredAttack long middlegame,https://lichess.org/yObwVn0z#55,,
dehbl,6k1/pp1n2pp/3Pb3/2p5/2P1K3/1P4P1/P4rP1/3RR3 b - - 10 30,f2g2 e4f3 e6h3 e1e8 g8f7 e8e7 f7f6 e7d7 h3d7 f3g2,1987,77,84,131,advantage clearance deflection endgame veryLong,https://lichess.org/TsDIkS76/black#60,,
dN4Bt,r2q2k1/pp1n1r2/4p1Qp/3nP3/3P2PP/P7/5P2/R1B1K2R b KQ - 0 18,f7g7 g6e6 g8h8 e6d5,1593,76,96,28520,advantage fork middlegame short,https://lichess.org/xnpJ1ycZ/black#36,Caro-Kann_Defense Caro-Kann_Defense_Advance_Variation,
