PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,DailyDate
RealG,2r4k/6pp/8/2p5/Np6/1P1QPR1r/P1R3Pq/6K1 w - - 2 33,g1f2 h3f3 f2f3 c8f8,1194,76,88,281,advantage attraction middlegame pin short,https://lichess.org/5G3pE3kc#65,,
YOUpI,rr4k1/p1p3pp/3q1p2/Q2b4/3P4/3nB3/3N1PPP/RR4K1 b - - 5 23,d3b4 b1b4 d6b4 a5d5,2049,77,89,1087,advantage capturingDefender deflection middlegame short,https://lichess.org/SJblWRXi/black#46,,
dXZo3,8/8/5k1K/p5p1/P5P1/1P1n3P/6B1/8 w - - 3 54,h6h5 d3f4 h5h6 f4g2,684,98,93,313,crushing endgame fork short,https://lichess.org/J2LfeDiC#107,,
dbhyr,1r3rk1/3b1p1p/6p1/3pP3/1p1P4/2q2N2/1R1Q1PPP/1R4K1 b - - 5 26,d7f5 d2c3 b4c3 b2b8 f5b1 b8b1,1459,76,88,1054,advantage long middlegame,https://lichess.org/x1QCl5Us/black#52,,
cZClw,4r1k1/pp4pp/8/8/1PP3qP/3pPp2/1Q3P1K/2RR4 w - - 1 39,b2d4 g4g2,1058,76,100,868,endgame mate mateIn1 oneMove,https://lichess.org/pFaDgVGB#77,,
D197A,2q3r1/1p2bp1k/p2R1P1p/8/1P1p1B2/3P3P/6Q1/5RK1 w - - 1 31,g2g8 c8g8 g1h2 e7d6,1026,89,91,1388,advantage endgame hangingPiece short,https://lichess.org/79Ha8lKr#61,,
C71Gw,r1b3k1/pp1n1rpp/1q2pn2/3p4/2PP4/2P1P3/P1B1QPPP/RN2K2R b KQ - 2 13,b6b2 c2h7 f6h7 e2b2,858,96,95,1551,crushing discoveredAttack middlegame short,https://lichess.org/r0Nrr5bp/black#26,Queens_Pawn_Game Queens_Pawn_Game_Accelerated_London_System,
WszzW,rn2k2r/p4ppp/2p1p3/P6P/1bBP1Pn1/4PNq1/1PQ3P1/R1B2K1R w kq - 5 17,c1d2 g3f2,1226,189,63,35,mate mateIn1 middlegame oneMove,https://lichess.org/IOU3UxMU#33,Kadas_Opening Kadas_Opening_Other_variations,
Zn0OW,5r2/p7/1pp1k3/4p2P/2P4r/1P2K3/P4NP1/7R b - - 1 35,f8f4 h1h4 f4h4 g2g4,2114,108,85,19,crushing defensiveMove endgame short,https://lichess.org/mh3X2WFb/black#70,,
25LOO,r3k2r/1pp1q1p1/p1b2n1p/4p1N1/2Q1P3/B1P5/P1P3PP/R4RK1 b kq - 1 15,e7a3 c4f7 e8d8 g5e6 d8c8 f7c7,1563,78,97,7507,exposedKing long mate mateIn3 middlegame,https://lichess.org/RuMFo4rD/black#30,Ruy_Lopez Ruy_Lopez_Schliemann_Defense,
BsyiW,r2qkbnr/1p1bn1pp/p2p4/3Pp3/1P2N3/P3BN2/4BPPP/R2QK2R b KQkq - 0 12,g8f6 e4d6,1512,81,77,882,mate mateIn1 oneMove opening,https://lichess.org/iushfEXQ/black#24,Scotch_Game Scotch_Game_Other_variations,
R0Qiy,4r3/pppk1R2/7p/3Pp1p1/2P5/7P/3r2P1/2R3K1 b - - 2 29,d7d6 c4c5 d6d5 f7d7 d5c6 d7d2,1644,77,77,95,advantage endgame long rookEndgame skewer,https://lichess.org/fHO5Pe9X/black#58,,
WXAiV,4rk2/pb3p1B/2qp4/2p1r1Q1/8/2P5/PP3RPP/5RK1 b - - 0 24,e5g5 f2f7,414,87,67,73,mate mateIn1 middlegame oneMove,https://lichess.org/oIp9OdvY/black#48,,
ru4lK,2k1rb1r/pp1q1ppp/n1p5/3N1b2/B1QP1B2/P7/1PP3PP/2KR2NR b - - 0 14,d7d5 c4d5 c6d5 a4e8,1008,84,94,949,crushing middlegame short,https://lichess.org/XYnsmSpn/black#28,Kings_Gambit_Accepted Kings_Gambit_Accepted_Bishops_Gambit,
CjcTE,5r2/1p4kp/p1p2rp1/2P3q1/1P1pB3/P2Q2PP/8/2R2RK1 w - - 7 33,f1f6 g5c1 f6f1 f8f1 d3f1 c1e3 f1f2 e3e4,1792,76,95,21139,advantage endgame exposedKing fork hangingPiece veryLong,https://lichess.org/4BqVMM8J#65,,
Y4KVm,4k3/3R4/4P3/3K4/p7/3r4/8/8 w - - 11 66,d5c6 d3d7 e6d7 e8d8 c6c5 a4a3 c5b4 a3a2,1243,88,50,23,endgame,https://lichess.org/htlHKNi5#131,,
VBfdT,1b2k3/p2qn3/1r6/3p2p1/3P4/P1NQ2p1/1P2B2r/4RRK1 b - - 1 30,d7h3 d3b5 e8d8 f1f8 d8c7 b5c5 c7b7 c5e7 b8c7 e2f3,2984,115,87,663,advantage exposedKing fork master middlegame veryLong,https://lichess.org/NCkjMFFN/black#60,,
1Bijz,8/p1k3rQ/1pP1p3/6q1/3p1n2/P1p5/2P2PPP/1K1R3R w - - 1 28,h7e4 g5b5 b1a1 b5b2,1311,79,90,1767,endgame mate mateIn2 queensideAttack short,https://lichess.org/RRqDmFLR#55,,
b37D3,6k1/5p1p/4p1p1/1p6/1P6/r3P3/3R1PPP/6K1 w - - 0 31,d2d4 a3a1 d4d1 a1d1,479,91,100,164,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/2lIb4pO7#61,,
uPtz8,6k1/1pp2ppp/p4n2/q2P1b2/2Q5/2N4P/PP3PP1/4N1K1 b - - 4 21,f6e4 b2b4 a5b6 c3e4,1830,71,95,16179,crushing endgame short,https://lichess.org/GWr6xL31/black#42,,
EjZde,1r4k1/Q4pp1/2B4p/3Pp1q1/4Pn2/5P2/Pr2N1PP/2R1RK2 w - - 1 27,g2g3 f4e2 c1c2 e2d4 a7b8 b2b8,2312,94,76,29,crushing long middlegame,https://lichess.org/jkIDb8P8#53,,
CsOIj,2b4k/3pp2p/6p1/8/B7/2P5/Pr1B1rPK/1R1R4 b - - 1 23,b2d2 d1d2 f2d2 b1b8,1482,77,96,16920,crushing endgame master masterVsMaster pin short,https://lichess.org/0bEekuVf/black#46,,
oYaog,8/6k1/6rp/1p3Q2/p1b3P1/4K3/1P6/8 w - - 1 45,e3f4 g6f6 f4e5 f6f5,1242,83,93,77,crushing endgame pin short,https://lichess.org/hatKfC4X#89,,
FgQGE,2Q5/8/p7/3K1kp1/P7/7P/8/4q3 b - - 0 40,f5f4 c8g4 f4e3 g4g5 e3d3 g5f5 d3d2 f5f4,2360,82,85,72,crushing deflection endgame queenEndgame veryLong,https://lichess.org/shxY8DRv/black#80,,
IV95r,rnb1kb1r/ppp2ppp/8/3pB3/7q/3P3P/PPP3P1/RN1QKBNR w KQkq - 1 8,e1d2 h4g5 d2e1 g5e5,1566,76,97,3401,advantage fork opening short,https://lichess.org/vtW9RH1Y#15,Kings_Pawn_Game Kings_Pawn_Game_Leonardis_Variation,
85R4b,5r2/4rpk1/pp3Nnp/2p2R1Q/2P3P1/3P4/4q2P/5R1K b - - 0 33,e2d3 h5h6 g7h6 f5h5 h6g7 h5h7,1969,77,81,76,attraction long mate mateIn3 middlegame sacrifice,https://lichess.org/wG90qZMg/black#66,,
1ObyY,r1b2kr1/pp3p2/1b1N2pp/nP2PPq1/3N4/P3P3/7P/R2Q1R1K b - - 0 20,c8f5 d4f5 g6f5 d1d5 g5g2 d5g2 g8g2 h1g2,2563,108,86,244,clearance crushing master middlegame veryLong,https://lichess.org/Hiym0THE/black#40,,
XNNuG,1r5k/4b2P/3qb1Q1/p1p5/3p1p2/2N2P2/PPP2B2/2K3R1 b - - 1 30,d4c3 g6g7,1221,277,57,4,mate mateIn1 middlegame oneMove,https://lichess.org/hfr9Ec3i/black#60,,
eHSvh,8/1p3r2/pkp5/6Q1/4p1p1/1PP1P1P1/qBK5/3R4 w - - 5 46,g5g4 f7f2 d1d2 f2d2 c2d2 a2b2,1010,79,75,81,attraction crushing endgame long,https://lichess.org/9ovSvffM#91,,
CmLfn,6k1/5pp1/4p2p/1p2P3/1P1b4/2B4P/6QK/3q4 w - - 0 41,c3d4 d1d4 g2a8 g8h7,731,111,95,203,crushing endgame short,https://lichess.org/4LlnxziU#81,,
N61Iw,r1bqk2r/pp3ppp/4p3/3pPn2/1b1P4/5N2/PP1B1PPP/R2QKB1R b KQkq - 1 10,d8b6 d1a4 c8d7 a4b4 b6b4 d2b4,1224,77,86,910,crushing long master middlegame,https://lichess.org/10tTSJqp/black#20,French_Defense French_Defense_Advance_Variation,
Sks3T,r4k2/7p/2p1Q1n1/2q1p1B1/3pP2p/3P2PP/P7/2N3K1 b - - 5 31,a8e8 g5h6,1581,85,89,2130,balestraMate endgame master masterVsMaster mate mateIn1 oneMove,https://lichess.org/8zuKzmMS/black#62,,
GrBDF,r5k1/pb3ppp/4p3/7Q/1P2q3/1B2bR2/1r4PP/4R2K b - - 1 23,b2b3 h5f7 g8h8 f7f8 a8f8 f3f8,976,78,90,133,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/dRftIxZU/black#46,,
1qcta,1k2r2r/p7/1p6/5Q2/1P5q/6N1/P4PP1/2R2RK1 w - - 0 35,f1e1 h4h2 g1f1 h2h1 g3h1 h8h1,1458,77,97,8928,long mate mateIn3 middlegame sacrifice,https://lichess.org/0MXpl1QP#69,,
gPvR1,4Q3/5pp1/4p1kp/7P/4P3/5P2/4q1P1/3r2RK b - - 0 40,g6h5 e8f7 g7g6 f7e6 d1g1 h1g1,2592,82,79,112,crushing endgame long,https://lichess.org/to9N8hKG/black#80,,
XSOfX,R7/P7/2pk4/3p1p2/6p1/1PP2pK1/7r/8 b - - 2 45,h2a2 a8d8 d6c5 a7a8q a2a8 d8a8,1296,76,76,171,advancedPawn clearance crushing endgame long promotion rookEndgame,https://lichess.org/p6mhN0M6/black#90,,
DV6A8,8/6P1/3p4/8/3k4/1p6/3K3p/b7 b - - 0 57,d4c4 g7g8q c4c5 g8c8,2232,80,87,125,advancedPawn crushing endgame promotion short,https://lichess.org/ttUI0EtW/black#114,,
PsZbF,2r3k1/2P2ppp/p3p3/1p6/1P2P1P1/Pr6/5PK1/R1R5 b - - 0 29,b3d3 c1d1 c8c7 d1d3,1462,79,93,76,advantage endgame rookEndgame short,https://lichess.org/VwSmWcY0/black#58,,
kqEBq,r1b1k2r/pp1p1ppp/4p3/3n4/1bq5/2N2PP1/PPQBP2P/R3KB1R b KQkq - 5 11,e8g8 e2e4 c4c7 e4d5,1499,75,99,2697,advantage opening short,https://lichess.org/WyFW2TtR/black#22,English_Opening English_Opening_Symmetrical_Variation,
NfxlE,6k1/1ppn2pp/p6r/1P1p3r/3P4/4PPq1/P1Q2R1P/1RB3K1 w - - 0 22,h2g3 h5h1 g1g2 h6h2,677,83,98,798,blindSwineMate kingsideAttack mate mateIn2 middlegame short,https://lichess.org/O9U9Pjon#43,,
JPsQE,2k3r1/p1p2p2/2pq1Q2/4P3/3p1P2/3P4/PP2N1KP/R4R2 w - - 1 23,g2h1 d6d5 f1f3 d5f3,965,86,94,543,endgame mate mateIn2 short,https://lichess.org/S636x23r#45,,
GC4FO,rn1q1rk1/1b3pbp/p2pp1p1/1p1N2B1/3NP1Q1/7P/PPP2PP1/R4RK1 b - - 1 13,d8c8 d5e7 g8h8 e7c8,1061,79,92,688,crushing fork middlegame short,https://lichess.org/ZSF0fH6T/black#26,Sicilian_Defense Sicilian_Defense_Najdorf_Variation,
fV1Vb,8/6N1/p7/1k5P/1P2pp2/2K5/5P2/3b4 b - - 0 43,d1h5 g7h5 e4e3 f2f3 e3e2 c3d2,2275,79,92,3508,crushing endgame hangingPiece long quietMove,https://lichess.org/6dn88GJd/black#86,,
pjrOD,k6r/p4Rpp/2pN1b2/8/5n2/5P1B/PP3P1P/2K5 w - - 1 21,h3d7 f4d3 c1d2 d3e5,1845,78,91,615,advantage endgame short,https://lichess.org/j276UZUi#41,,
zhGaF,6r1/p7/1p6/5Q1k/1P4rp/8/2P3P1/6K1 b - - 4 40,g8g5 f5h7,1176,84,73,108,endgame mate mateIn1 oneMove queenRookEndgame,https://lichess.org/fNyII1uK/black#80,,
gZZg0,6k1/pp2rbpp/8/3n4/2B5/8/PP3PPP/3R2K1 b - - 3 25,d5b6 d1d8 e7e8 d8e8,1291,79,92,1066,endgame mate mateIn2 pin short,https://lichess.org/7fBo3YQT/black#50,,
av7TT,2R5/p2P4/6p1/6k1/1b4p1/5p2/P3p2P/4K3 w - - 0 42,e1f2 e2e1q,1186,81,95,13769,advancedPawn endgame master mate mateIn1 oneMove promotion,https://lichess.org/FeOoQOz4#83,,
b6uX9,r5k1/p1pp2p1/1pn1p1qp/8/2B5/P1PP1P2/1P2QP1P/6RK b - - 3 19,g6h7 c4e6 d7e6 e2e6 g8h8 e6c6,927,81,91,449,advantage endgame fork long,https://lichess.org/xrsKamVM/black#38,,
Dd435,2kr4/1p3bpp/2pq1p2/1p6/7P/P3QN2/1PP2PP1/1K2R3 w - - 1 27,e3e4 d6d1 e1d1 d8d1,734,100,92,200,endgame mate mateIn2 pillsburysMate queensideAttack sacrifice short,https://lichess.org/ZBos6vI2#53,,
fZHZS,8/Pq5k/3p1p2/4n3/7p/Q6P/6PK/8 b - - 2 54,e5c4 a7a8q b7a8 a3a8,1995,78,92,707,advancedPawn crushing endgame promotion short,https://lichess.org/RlAbJMzc/black#108,,
ulIsD,2q5/2Pr2k1/p5p1/5pPb/PP6/7P/6P1/2R2Q1K w - - 1 47,f1a6 c8a6 c7c8q d7d1 c1d1 a6c8,2238,77,94,2088,crushing deflection endgame long,https://lichess.org/vGYaZEnl#93,,
5633N,rnbQkb1r/p4ppn/2p1p2p/q3P3/2B4B/2N2P2/2P3PP/3RK1NR b Kkq - 1 15,a5d8 d1d8,828,107,96,458,mate mateIn1 oneMove opening operaMate,https://lichess.org/dceFgUFI/black#30,Czech_Defense Czech_Defense_Other_variations,
U7tBp,8/8/6pp/5pnk/5K2/8/7P/3R4 w - - 0 53,d1g1 g5h3 f4f3 h3g1,835,100,100,487,crushing endgame fork short,https://lichess.org/Jyle5zcm#105,,
92LjK,4k3/6p1/3Q3p/3p4/3q4/p6P/5PP1/5K2 w - - 14 41,d6a3 d4d1,449,104,67,236,endgame mate mateIn1 oneMove queenEndgame,https://lichess.org/TiudD5Zr#81,,
5hY94,8/pp6/7k/2Pp1bqn/3Q4/1NP2P2/PP6/3KR3 w - - 0 32,d4d5 f5c2 d1c2 g5d5,908,79,88,235,advantage discoveredAttack endgame short,https://lichess.org/cAErVNgg#63,,
RYsvO,1k6/ppp5/5p2/3r1p1p/3P4/5K2/PP3PPP/4R3 b - - 0 24,d5d4 e1e8 d4d8 e8d8,543,108,74,209,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/I7TU8Aef/black#48,,
yBzSD,r1b2rk1/ppp2ppp/1b1p4/nP1q2N1/3p1P2/2PQ3P/P5P1/RNB2K1R b - - 5 14,h7h6 d3h7,835,141,58,30,mate mateIn1 middlegame oneMove,https://lichess.org/l3Oj1WkZ/black#28,Kings_Gambit_Declined Kings_Gambit_Declined_Classical_Variation,
eeseG,r1b1r1k1/pp3pp1/5q1p/4b3/8/P1PB1Q2/3B1PPP/R4RK1 w - - 4 19,f3e4 e5h2 g1h2 e8e4,905,93,92,4154,crushing discoveredAttack kingsideAttack middlegame short,https://lichess.org/D3iDZQ14#37,French_Defense French_Defense_Tarrasch_Variation,
ppDAf,r4rk1/p3bppp/b1q1pn2/4N3/3B1P2/1pN1P1P1/P2Q3P/2KR3R b - - 3 22,b3a2 e5c6 a2a1q c1c2 a1a3 d1a1,2326,99,88,873,advantage clearance long middlegame,https://lichess.org/uLrpbtk3/black#44,,
OfZWt,r3kb1r/p1pn2pp/1pNqpn2/8/8/1Q6/PB1N1PPP/2R2RK1 b kq - 4 14,d7c5 c1c5 b6c5 b3b7 d6d2 b7a8,2225,78,52,79,advantage long middlegame sacrifice trappedPiece,https://lichess.org/8rXMJUu8/black#28,Danish_Gambit Danish_Gambit_Other_variations,
C3pX6,4r3/p1p2kpp/1pPb4/8/6n1/8/PPPP1PPP/RNB2K2 w - - 2 17,h2h3 g4h2 f1g1 e8e1,939,80,95,312,endgame mate mateIn2 short,https://lichess.org/bLra6zDc#33,Italian_Game Italian_Game_Other_variations,
K3MTo,7Q/1p1b4/1kB5/3pB3/P3p3/2P5/1P2q1KP/8 w - - 1 37,g2g3 e2f3 g3h4 f3g4,1904,82,77,158,endgame mate mateIn2 short,https://lichess.org/1ytoxWpp#73,,
iEzPv,8/1b4p1/4k1Bp/4P3/p2K3P/P7/8/8 b - - 0 42,b7d5 g6f5 e6f5 d4d5,2239,76,96,591,bishopEndgame crushing deflection endgame short,https://lichess.org/0c5Un3pe/black#84,,
g9ThU,8/1ppb4/3p2k1/1P1P2p1/2P2pP1/2N2K2/8/8 b - - 0 40,c7c6 d5c6 b7c6 b5b6,1751,75,84,98,crushing endgame short,https://lichess.org/EjXlfJHz/black#80,,
IS3d6,3q2k1/1K4p1/R6p/4p3/8/8/8/R7 b - - 3 57,e5e4 a6a8 d8a8 a1a8,1202,80,93,948,crushing endgame pin queenRookEndgame short,https://lichess.org/qMrixpKs/black#114,,
ZVv5A,1kr5/pp3N1p/8/4R3/5n2/8/PP3PPP/6K1 w - - 0 26,g2g3 c8c1 e5e1 c1e1,1115,76,95,179,endgame mate mateIn2 short,https://lichess.org/tVUuwptV#51,,
fpmSz,5r2/8/p2R2kp/1p3p2/2p2P1P/2P5/PP1K4/8 b - - 3 30,f8f6 h4h5 g6f7 d6f6 f7f6 d2e3 f6e6 e3d4,1938,79,92,289,crushing endgame rookEndgame veryLong,https://lichess.org/6VPYG8rY/black#60,,
16Z3j,r2r2k1/p3pp1p/2p1qnp1/2Np4/2P5/1P3PP1/P2QP2P/R4RK1 b - - 1 19,d5c4 d2d8 a8d8 c5e6,1401,76,93,1091,advantage kingsideAttack middlegame short,https://lichess.org/UdcGVngK/black#38,,
QGTti,r3k1nr/ppp2ppp/5q2/2b1p3/2B1P3/2NR4/PPnP2PP/R1BQ3K w kq - 0 11,d1c2 f6f1,913,102,89,62,mate mateIn1 middlegame oneMove,https://lichess.org/vMw734wL#21,Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense,
rqURD,3r4/pp1Pk1p1/7p/4p2P/2K1PpB1/P1P5/6P1/8 b - - 8 37,d8d7 g4d7 e7d7 c4d5 g7g5 h5g6,1539,76,99,3818,crushing enPassant endgame long master,https://lichess.org/A98UOHLn/black#74,,
DWa5O,4Nr2/7k/2p1Q1p1/3p4/5q2/6N1/1Pr3P1/4R1K1 w - - 4 45,e1f1 f4d4 g1h2 d4h4 e6h3 h4h3,2235,79,91,6447,crushing long middlegame pin,https://lichess.org/lMdZuhop#89,,
SrcSt,r4rk1/1b5p/1p1p2p1/1Pp1qp2/2P1n3/4P2P/2QNBPP1/R1R3K1 w - - 0 22,d2f3 e5a1 c1a1 a8a1 g1h2 f8a8,2659,99,87,339,crushing defensiveMove long middlegame,https://lichess.org/PsIdxB0T#43,,
rkvNm,2r4k/p5p1/2b3Q1/3q1p2/3Pr3/2P1B3/P4PPP/R3R1K1 w - - 0 24,e3d2 e4g4 g6h5 h8g8 h5g4 f5g4,1658,74,93,286,crushing long middlegame,https://lichess.org/OQby8G4R#47,,
QUByC,6rk/6pp/8/4QP2/5nPP/4Nq2/5P1K/5R2 w - - 1 39,f5f6 f3h3 h2g1 f4e2,1398,80,94,252,endgame master mate mateIn2 short,https://lichess.org/pJVF38ft#77,,
wK3Qe,r1b1k2B/pppp3p/2nb4/1B3p2/5pnq/1P2P3/P1PP2PP/RN1Q1KNR w q - 1 9,g1f3 h4f2,930,83,94,222,mate mateIn1 middlegame oneMove,https://lichess.org/7AvRHY7o#17,Nimzo-Larsen_Attack Nimzo-Larsen_Attack_Modern_Variation,
qjs9g,3rr2k/1p4p1/1b5p/p7/3p1P2/PP1q1R2/1B1R2PP/7K w - - 0 30,f3d3 e8e1,399,121,95,358,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/zR12il1u#59,,
aalif,1r1q1rk1/6p1/b2p3p/3N4/2p1Pp2/2Q2P1P/P1P3P1/R3R1K1 w - - 2 32,d5b4 d8b6 g1h2 b6b4,1290,81,92,1652,advantage middlegame short,https://lichess.org/wMed3rok#63,,
q9cS4,r4r2/p1Q1Nk2/7p/3p4/2p2p2/4nPqb/P3R1P1/R5K1 b - - 1 33,f7e6 e2e3 f4e3 c7g3,1286,77,93,1357,crushing deflection middlegame short,https://lichess.org/VtEAFK5C/black#66,,
ANyHc,2krr3/ppp2ppp/2pb4/8/P7/3bR2P/1PPP1PP1/R1B3K1 w - - 0 18,e3d3 e8e1,933,102,88,158,endgame mate mateIn1 oneMove pillsburysMate,https://lichess.org/gHv9yZaT#35,,
p5Dry,k2r3r/p4P2/4p3/R4p1p/1QPb4/1P1P2qP/5NP1/2R3K1 w - - 1 32,c1c2 h8g8 f7g8r d8g8 b4f8 g8f8,1993,77,82,71,crushing long middlegame quietMove,https://lichess.org/MOP2WJXA#63,,
B28aT,brr3k1/4pp1p/Q2p2p1/3P4/4q3/2b5/B2N1PPP/1RR3K1 b - - 1 31,c3d2 c1c8 b8c8 a6c8,781,76,84,286,advantage middlegame short,https://lichess.org/9Ji5q76o/black#62,,
jAKvM,7k/1bp1q1p1/1pn3Qp/8/4p3/2P1P3/r5PP/3RKR2 b - - 1 25,e7h4 g2g3 h4e7 f1f7 e7f7 g6f7,1447,75,96,10601,crushing defensiveMove long middlegame,https://lichess.org/IeOfgpEw/black#50,,
O2RFl,r4k1r/1p1b1ppp/p3p3/2bpP3/3q2n1/P2B4/RP2QPPP/2BNR1K1 b - - 7 15,g4e5 c1e3 d4d3 e3c5 f8g8 e2e5,1784,77,94,1909,advantage discoveredAttack long middlegame skewer,https://lichess.org/2GoDZ2tR/black#30,Sicilian_Defense Sicilian_Defense_Drazic_Variation,
T532c,rn2r1k1/pp3ppp/2p5/8/3QN2P/1N4qb/P1PB2P1/5BK1 b - - 0 18,e8e4 d4d8 e4e8 d8e8,768,90,97,747,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/rJ4xdQix/black#36,Kings_Pawn_Game Kings_Pawn_Game_Busch-Gass_Gambit,
zmhQR,1k6/2p2p1r/2pqp3/p2p2Qp/3P2P1/2P5/PPK4P/7R b - - 1 30,h5g4 g5g8 b8b7 g8h7,870,111,93,1162,advantage endgame fork short,https://lichess.org/Q1WYeqBc/black#60,,
VqEkj,r2q3r/2p2k2/p1Q3p1/3pR3/6P1/3b1P1P/PP6/3R2K1 b - - 1 24,d3b5 c6e6 f7g7 e5d5 d8e8 d5d7 b5d7 d1d7 g7h6 d7e7 e8e7 e6e7,2748,97,87,434,advantage middlegame veryLong,https://lichess.org/SKo75M3W/black#48,,
whXIq,3r1k2/p4p2/3PpN1p/3rPpq1/1P6/P7/4Q1PP/5RK1 b - - 8 29,d5d6 f6h7 f8g8 h7g5,867,84,42,88,crushing endgame fork short,https://lichess.org/hkbAKOsR/black#58,,
AvLGU,2k5/pp4p1/2p5/3rq3/1P2p1b1/P3P1P1/2Q2PB1/2R1K3 w - - 0 23,c2e4 e5c3 c1c3 d5d1,1872,79,82,202,endgame master mate mateIn2 operaMate sacrifice short,https://lichess.org/dM1VtDQB#45,,
VW7eR,2kr2n1/ppp4r/2n1p2p/4B1p1/1P6/2P2N2/P1P1K1PP/R6R w - - 2 16,a1d1 g5g4 d1d8 c8d8 f3d4 c6e5,2248,100,90,1463,crushing long middlegame,https://lichess.org/SYxyyp34#31,Scandinavian_Defense Scandinavian_Defense_Mieses-Kotroc_Variation,
mCTwZ,k7/8/8/pQ1pP3/P3q3/2P1b1P1/1P4RP/R3K3 w Q - 2 40,g2e2 e4h1,802,79,100,272,endgame mate mateIn1 oneMove,https://lichess.org/o7bLbpEs#79,,
eO2dI,8/p1p2Q1p/1q4pk/8/8/2Pn1R2/P5PP/7K w - - 8 28,f3d3 b6b1 d3d1 b1d1 f7f1 d1f1,814,77,100,232,endgame fork long mate mateIn3,https://lichess.org/SeGptiEy#55,,
5NiLa,r1bq1bnr/pp1nk1p1/2pp3p/4p1NQ/3PPP2/8/PPP3PP/RNB1K2R b KQ - 1 8,g8f6 h5f7,739,91,98,829,mate mateIn1 oneMove opening,https://lichess.org/vfd8G55h/black#16,Philidor_Defense Philidor_Defense_Other_variations,
1VgUp,2q1r1k1/5pp1/p2rb2p/1p6/2p2N2/4Q3/PPP2PPP/R3R1K1 w - - 2 23,a1d1 d6d1 e1d1 e6g4 d1e1 e8e3,1419,77,91,1594,crushing discoveredAttack long middlegame,https://lichess.org/YQsLS6Nu#45,,
c86JO,2r2r2/pb2Q3/1p3Rk1/2p5/7R/1P2P3/Pq4PP/6K1 b - - 0 28,b2f6 e7h7 g6g5 h7h5,1173,76,100,1076,endgame fork mate mateIn2 short,https://lichess.org/D4DYlNIg/black#56,,
VYXoe,6rk/p1p1bp1p/2p1qpr1/8/4Q2R/2N3P1/PP3P1P/4R1K1 b - - 4 22,f6f5 e4d4 e7f6 e1e6 f6d4 e6g6,1884,74,89,1156,advantage discoveredAttack kingsideAttack long middlegame pin,https://lichess.org/SPfLvlkk/black#44,,
ZZOhV,r7/pp2knQ1/4p3/2qp1P2/7P/8/P3B3/5R1K b - - 2 25,a8h8 f5e6 h8h4 h1g2 h4h2 g2h2,1945,78,70,70,crushing endgame long,https://lichess.org/d7zYLSZa/black#50,,
KzRPe,8/8/4p1K1/1p6/p4P2/2k4P/P4P2/8 w - - 0 64,h3h4 b5b4 f4f5 b4b3 a2b3 a4b3 f5f6 b3b2 g6g7 b2b1q,2165,76,93,724,advancedPawn crushing endgame pawnEndgame promotion quietMove veryLong,https://lichess.org/vW25QmX8#127,,
HrS25,r4k2/pp3p2/3p1Np1/4p1B1/2PnP3/5KPq/PP3P2/R2QR2r w - - 3 21,f3e3 h1e1 d1e1 d4c2,1272,75,100,133,advantage master middlegame short,https://lichess.org/WJtJVuv3#41,,
RoLdH,1r3rk1/p3qp1p/4p1pQ/3p4/8/3P3R/PP3PPP/R5K1 b - - 4 19,f8c8 h6h7 g8f8 h7h8,937,134,50,20,endgame kingsideAttack mate mateIn2 short,https://lichess.org/zluCDpj5/black#38,,
wgHGx,4r1k1/ppp2ppp/4r3/2b5/5q2/P2P1N1P/1PP2PP1/R2QR1K1 w - - 2 18,d1d2 f4d2 f3d2 e6e1 a1e1 e8e1,1709,77,77,49,crushing kingsideAttack long middlegame,https://lichess.org/dfroh5Zr#35,Bishops_Opening Bishops_Opening_Other_variations,
JuE3N,8/7r/5k1P/pR6/5pP1/1KP1nP2/1P6/8 b - - 0 44,h7h6 g4g5 f6g6 g5h6,1620,75,90,1651,crushing endgame fork short,https://lichess.org/FMqrlPxt/black#88,,
QeOAj,r4rk1/1p4p1/4pp1n/q2p3Q/3P3P/1P1P1N2/4KP2/6R1 b - - 1 27,g8h7 h5g6 h7h8 g6g7,1185,74,95,787,mate mateIn2 middlegame short,https://lichess.org/GErI6mn1/black#54,,
s2zLb,8/5Bkp/1r1b2p1/p7/P3P3/3P1R1P/6P1/7K w - - 1 34,f7c4 b6b1 f3f1 b1f1,444,106,83,910,endgame mate mateIn2 pillsburysMate short,https://lichess.org/kMR0K7HA#67,,
ec64i,1r2r1k1/2pq1pp1/2n2n1p/R2p4/1p1P1B2/1Q1BP2P/1P3PP1/R5K1 w - - 2 20,d3b5 c6a5 a1a5 b8b5,1929,76,92,2048,crushing middlegame short,https://lichess.org/zsHgupBa#39,,
Nv5Eo,3r2k1/3Pqp1p/6p1/8/1p6/1Q5P/5PP1/3R2K1 w - - 1 34,d1d4 e7e1 g1h2 e1e5,1125,90,93,651,crushing endgame master short,https://lichess.org/nQLwP0PC#67,,
